tileswide 25
tileshigh 17
tilewidth 64
tileheight 64

layer 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,8,12,0,0,0,0,10,14,11,0,0,0,7,18,0,0,0,0,0,
52,51,0,0,0,0,10,12,0,0,0,0,0,10,15,11,0,0,5,0,0,0,0,0,0,
3,3,50,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,8,11,0,0,0,0,0,
3,3,49,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,
40,3,3,48,0,0,0,0,0,0,19,20,21,22,23,0,0,0,10,17,0,0,0,0,0,
39,3,3,47,0,0,0,0,0,0,34,1,1,1,24,0,0,0,0,0,0,0,0,0,0,
38,3,3,3,46,0,0,0,0,0,33,1,1,1,25,0,0,0,0,0,0,0,0,0,0,
0,36,3,3,3,44,0,0,0,0,32,1,1,1,26,0,0,0,0,0,0,13,0,0,0,
0,37,3,3,3,43,0,0,0,0,31,30,29,28,27,0,0,0,7,6,6,17,0,0,9,
0,0,35,41,42,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,
0,0,0,0,0,13,0,0,0,0,16,6,14,14,11,0,0,0,0,0,0,9,3,3,3,
0,0,0,0,7,12,0,0,0,0,0,0,10,15,17,0,0,0,0,0,9,3,3,3,3,
0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,3,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,3,3,3,

layer 1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,53,53,-1,-1,-1,-1,-1,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,-1,-1,

